ax,ay,az,label
1240,15192,6064,A
1224,14852,7236,A
1296,14564,7988,A
1296,15012,4368,A
600,16356,4472,A
476,16340,7268,A
712,15832,6772,A
1152,15364,6292,A
1268,15128,6556,A
1148,14644,8284,A
1148,14612,5852,A
1184,15968,3252,A
624,15968,6796,A
400,16484,6784,A
652,16068,6604,A
888,15520,6604,A
1240,15216,6256,A
1248,14788,7728,A
1216,14444,7300,A
984,15448,3500,A
388,16428,5500,A
540,16104,7036,A
820,15720,6632,A
1120,15244,5896,A
1128,15100,7164,A
1036,14592,8216,A
1036,14936,4644,A
1000,16336,3848,A
532,16336,6872,A
508,16524,6648,A
712,16064,6648,A
896,15496,6452,A
1136,15204,6236,A
1100,14776,7940,A
1196,14660,6536,A
864,15624,3340,A
360,16412,6264,A
564,16108,6728,A
760,15644,6472,A
1144,15288,6108,A
1140,15056,7332,A
1072,14796,7728,A
1072,15156,4192,A
940,16300,4948,A
352,16300,7184,A
400,16284,6668,A
736,15844,6668,A
1052,15348,6092,A
1192,15140,6784,A
1172,14764,8188,A
1180,14800,5932,A
788,15872,3768,A
380,16224,6784,A
596,15928,6720,A
948,15504,6512,A
1180,15224,6288,A
1156,14900,7764,A
1200,14512,7252,A
1200,15212,3976,A
1016,16220,5536,A
508,16220,6856,A
512,16092,6512,A
912,15740,6512,A
1168,15364,6132,A
1156,15100,6920,A
1088,14676,7804,A
1168,14832,5296,A
784,15928,4080,A
500,16176,6848,A
704,15876,6628,A
1040,15444,6236,A
1260,15180,6160,A
1080,14928,7672,A
1080,14624,7228,A
1072,15296,4096,A
936,16220,5644,A
448,16220,6780,A
564,16008,6436,A
792,15704,6436,A
1168,15240,5992,A
1212,15044,6864,A
1056,14740,7848,A
1100,14868,5764,A
688,15884,4204,A
568,16240,6812,A
740,15856,6804,A
976,15508,6588,A
1164,15264,6148,A
1132,14996,7540,A
1132,14720,7472,A
1104,15144,4556,A
976,15144,5320,A
596,16004,7024,A
584,16028,6748,A
756,15792,6748,A
1096,15332,6300,A
1216,15180,6572,A
1172,14920,7828,A
1148,14836,6336,A
864,15612,4124,A
484,16176,6296,A
692,15892,6820,A
928,15624,6608,A
1228,15312,6056,A
1148,15116,6996,A
1148,14788,7648,A
1200,15008,5560,A
1216,15008,4436,A
868,15720,6440,A
652,16108,6440,A
740,15856,6680,A
984,15652,6608,A
1244,15320,6184,A
1224,15060,7364,A
1224,14716,7496,A
1048,15160,4888,A
572,16028,4628,A
592,16288,6860,A
688,16056,6804,A
952,15624,6268,A
1116,15328,6344,A
1116,15024,7608,A
1088,14948,6744,A
