ax,ay,az,label
3352,13444,9516,
3312,13488,9464,
3252,13488,9432,
3388,13448,9548,
3380,13456,9548,
3300,13520,9444,
3396,13536,9440,
3372,13456,9496,
3360,13504,9632,
3396,13484,9544,
3372,13424,9568,
3360,13436,9684,
3436,13464,9600,
3424,13520,9512,
3480,13544,9408,
3432,13556,9564,
3432,13564,9656,
3348,13588,9728,
3344,13588,9668,
3332,13556,9616,
3288,13476,9724,
3256,13544,9724,
3272,13464,9628,
3348,13568,9492,
3324,13556,9384,
3360,13516,9576,
3424,13516,9544,
3420,13592,9464,
3376,13500,9628,
3316,13600,9616,
3360,13592,9592,
3416,13532,9536,
3416,13484,9508,
3416,13588,9520,
3356,13560,9508,
3328,13560,9356,
3456,13556,9456,
3412,13584,9456,
3368,13588,9556,
3344,13572,9576,
3284,13580,9700,
3288,13544,9636,
3284,13620,9476,
3332,13588,9308,
3400,13596,9424,
3440,13548,9456,
3372,13600,9468,
3336,13608,9392,
3328,13568,9368,
3328,13544,9508,
3376,13496,9464,
3244,13496,9368,
3324,13480,9460,
3252,13540,9460,
3296,13536,9420,
3408,13516,9452,
3352,13556,9408,
3284,13496,9392,
3300,13408,9436,
3356,13436,9320,
3432,13384,9548,
3400,13452,9408,
3420,13388,9376,
3432,13428,9508,
3404,13456,9468,
3404,13476,9376,
3392,13504,9408,
3296,13504,9376,
3412,13444,9432,
3444,13480,9432,
3436,13448,9488,
3424,13536,9520,
3376,13516,9616,
3316,13552,9584,
3380,13460,9500,
3380,13452,9384,
3392,13420,9420,
3348,13440,9480,
3360,13496,9396,
3272,13520,9512,
3228,13456,9400,
3228,13444,9520,
3248,13500,9512,
3212,13500,9632,
3196,13472,9716,
3224,13472,9688,
3156,13428,9688,
3212,13456,9552,
3240,13412,9624,
3288,13436,9632,
3220,13452,9600,
3232,13432,9580,
3144,13460,9632,
3248,13408,9832,
3132,13356,9872,
3132,13404,9760,
3216,13360,9644,
3216,13464,9712,
3272,13556,9800,
3360,13420,9776,
3352,13420,9876,
3300,13524,9804,
3296,13516,9804,
3292,13504,9736,
3316,13536,9696,
3196,13512,9776,
3300,13520,9628,
3216,13512,9796,
3316,13600,9700,
3264,13556,9692,
3188,13500,9820,
3252,13596,9844,
3312,13612,9848,
3304,13532,9732,
3304,13580,9720,
3208,13676,9776,
3232,13676,9936,
3424,13656,9840,
3408,13620,9840,
3348,13636,9792,
3344,13636,9808,
3324,13596,9820,
3308,13652,9784,
3408,13612,9824,
3288,13576,9812,
3332,13684,9784,
3364,13600,9840,
3364,13652,9788,
3392,13552,9704,
3296,13516,9836,
3296,13556,9780,
3320,13548,9776,
3392,13548,9776,
3424,13580,9724,
3392,13484,9724,
3436,13448,9780,
3376,13572,9692,
3416,13464,9676,
3516,13412,9696,
3448,13452,9840,
3416,13432,9836,
3372,13460,9780,
3392,13392,9864,
3472,13392,9936,
3460,13412,9828,
3384,13488,9796,
3384,13464,9748,
3376,13520,9832,
3344,13520,9728,
3396,13580,9740,
3340,13464,9740,
3396,13472,9748,
3408,13428,9752,
3364,13420,9728,
3348,13380,9668,
3416,13504,9692,
3352,13540,9776,
3284,13544,9728,
3368,13520,9676,
3364,13512,9724,
3392,13320,9668,
3412,13336,9636,
3412,13484,9700,
3368,13436,9752,
3352,13436,9796,
3220,13384,9784,
3388,13416,9768,
3360,13396,9768,
3432,13464,9944,
3468,13440,9828,
3380,13368,9844,
3340,13488,9812,
3368,13424,9784,
3340,13352,9788,
3344,13420,9672,
3436,13432,9760,
3408,13444,9752,
3300,13384,9780,
3300,13404,9852,
3320,13484,10032,
3248,13472,9916,
3116,13472,9668,
3260,13396,9788,
3288,13388,9788,
3300,13400,9908,
3352,13380,9908,
3428,13436,9892,
3320,13440,9888,
3284,13492,9852,
3332,13444,9928,
3352,13408,10036,
3376,13488,10004,
3400,13584,9796,
3376,13636,9688,
3356,13488,9668,
3356,13404,9752,
3292,13472,9808,
3308,13472,9796,
3304,13536,9832,
3364,13492,9832,
3336,13488,9796,
3400,13544,9888,
3292,13592,9864,
3272,13572,9880,
3336,13536,9868,
3328,13516,9932,
3332,13484,9792,
3336,13548,9744,
3288,13616,9816,
3380,13552,9860,
3396,13528,9788,
3396,13640,9736,
3356,13664,9724,
3296,13664,9852,
3240,13536,9748,
3280,13588,9748,
3460,13608,9820,
3368,13568,9900,
3408,13504,9796,
3312,13456,9828,
3276,13460,9840,
3340,13556,9600,
3328,13556,9568,
3372,13376,9760,
3444,13404,9776,
3424,13452,9768,
3556,13376,9744,
3556,13336,9780,
3452,13380,9736,
3512,13380,9864,
3444,13428,9772,
3428,13440,9772,
3496,13448,9788,
3400,13364,9744,
3416,13412,9668,
3536,13312,9620,
3520,13260,9772,
3476,13440,9860,
3404,13352,9884,
3480,13388,9872,
3472,13372,9880,
3388,13412,10012,
3384,13424,10172,
3384,13456,10096,
3332,13452,10176,
3392,13452,10024,
3344,13320,9796,
3324,13348,9856,
3420,13320,9856,
3332,13280,9820,
3240,13316,9868,
3172,13432,9868,
3140,13372,9856,
3220,13348,9776,
3236,13336,9668,
3084,13424,9636,
3168,13336,9740,
3152,13212,9728,
3168,13328,9704,
3168,13376,9792,
3124,13420,9656,
3092,13400,9688,
3076,13400,9532,
3080,13360,9492,
3188,13392,9492,
3100,13452,9500,
3128,13524,9628,
3148,13540,9640,
3136,13516,9624,
3140,13556,9560,
3240,13504,9636,
3316,13504,9700,
3276,13512,9476,
3300,13564,9700,
3300,13608,9792,
3352,13624,9608,
3352,13504,9668,
3336,13408,9664,
3308,13408,9596,
3224,13464,9712,
3264,13508,9712,
3268,13472,9740,
3244,13520,9848,
3240,13644,9732,
3212,13580,9672,
3140,13548,9608,
3300,13668,9548,
3212,13632,9540,
3124,13688,9676,
3204,13620,9712,
3232,13532,9456,
3128,13540,9536,
3128,13552,9512,
3064,13640,9504,
3184,13640,9420,
3216,13652,9368,
3252,13696,9368,
3140,13676,9368,
3112,13652,9440,
3172,13600,9440,
3212,13584,9584,
3264,13640,9560,
3260,13584,9640,
3332,13692,9668,
3396,13620,9816,
3288,13620,9776,
3156,13656,9708,
3104,13652,9704,
3104,13580,9776,
3212,13596,9780,
3236,13616,9868,
3240,13616,9984,
